#    L    TT             EE             BB             TE          
  1931   0.241255E+03   0.113285E+02   0.542392E-01  -0.119373E+02
  1932   0.240849E+03   0.113248E+02   0.541424E-01  -0.120819E+02
  1933   0.240450E+03   0.113198E+02   0.541119E-01  -0.122264E+02
  1934   0.240066E+03   0.113141E+02   0.540155E-01  -0.123702E+02
  1935   0.239689E+03   0.113071E+02   0.539855E-01  -0.125136E+02
  1936   0.239328E+03   0.112997E+02   0.538895E-01  -0.126563E+02
  1937   0.238971E+03   0.112904E+02   0.538600E-01  -0.127980E+02
  1938   0.238632E+03   0.112810E+02   0.537644E-01  -0.129392E+02
  1939   0.238300E+03   0.112702E+02   0.537355E-01  -0.130796E+02
  1940   0.237981E+03   0.112587E+02   0.536402E-01  -0.132193E+02
  1941   0.237671E+03   0.112462E+02   0.536119E-01  -0.133577E+02
  1942   0.237371E+03   0.112327E+02   0.535170E-01  -0.134953E+02
  1943   0.237081E+03   0.112185E+02   0.534892E-01  -0.136321E+02
  1944   0.236806E+03   0.112027E+02   0.533947E-01  -0.137675E+02
  1945   0.236532E+03   0.111867E+02   0.533675E-01  -0.139014E+02
  1946   0.236276E+03   0.111695E+02   0.532734E-01  -0.140348E+02
  1947   0.236021E+03   0.111515E+02   0.532467E-01  -0.141664E+02
  1948   0.235787E+03   0.111326E+02   0.531530E-01  -0.142971E+02
  1949   0.235554E+03   0.111123E+02   0.531268E-01  -0.144259E+02
  1950   0.235336E+03   0.110917E+02   0.530335E-01  -0.145538E+02
  1951   0.235124E+03   0.110702E+02   0.530079E-01  -0.146797E+02
  1952   0.234925E+03   0.110473E+02   0.529150E-01  -0.148044E+02
  1953   0.234732E+03   0.110238E+02   0.528899E-01  -0.149274E+02
  1954   0.234550E+03   0.109995E+02   0.527974E-01  -0.150488E+02
  1955   0.234373E+03   0.109743E+02   0.527729E-01  -0.151687E+02
  1956   0.234207E+03   0.109483E+02   0.526808E-01  -0.152866E+02
  1957   0.234058E+03   0.109212E+02   0.526568E-01  -0.154028E+02
  1958   0.233901E+03   0.108935E+02   0.525651E-01  -0.155173E+02
  1959   0.233759E+03   0.108647E+02   0.525416E-01  -0.156299E+02
  1960   0.233626E+03   0.108356E+02   0.524503E-01  -0.157407E+02
  1961   0.233498E+03   0.108054E+02   0.524274E-01  -0.158494E+02
  1962   0.233381E+03   0.107747E+02   0.523364E-01  -0.159559E+02
  1963   0.233268E+03   0.107429E+02   0.523140E-01  -0.160603E+02
  1964   0.233165E+03   0.107105E+02   0.522234E-01  -0.161627E+02
  1965   0.233068E+03   0.106772E+02   0.522015E-01  -0.162629E+02
  1966   0.232979E+03   0.106429E+02   0.521113E-01  -0.163612E+02
  1967   0.232896E+03   0.106082E+02   0.520900E-01  -0.164572E+02
  1968   0.232817E+03   0.105726E+02   0.520001E-01  -0.165509E+02
  1969   0.232747E+03   0.105363E+02   0.519793E-01  -0.166423E+02
  1970   0.232682E+03   0.105000E+02   0.518898E-01  -0.167314E+02
  1971   0.232621E+03   0.104625E+02   0.518694E-01  -0.168182E+02
  1972   0.232569E+03   0.104240E+02   0.517803E-01  -0.169023E+02
  1973   0.232518E+03   0.103855E+02   0.517604E-01  -0.169843E+02
  1974   0.232480E+03   0.103458E+02   0.516716E-01  -0.170639E+02
  1975   0.232439E+03   0.103058E+02   0.516522E-01  -0.171410E+02
  1976   0.232408E+03   0.102649E+02   0.515638E-01  -0.172155E+02
  1977   0.232378E+03   0.102236E+02   0.515449E-01  -0.172875E+02
  1978   0.232356E+03   0.101818E+02   0.514567E-01  -0.173568E+02
  1979   0.232335E+03   0.101393E+02   0.514383E-01  -0.174236E+02
  1980   0.232324E+03   0.100964E+02   0.513505E-01  -0.174879E+02
  1981   0.232308E+03   0.100527E+02   0.513326E-01  -0.175494E+02
  1982   0.232303E+03   0.100086E+02   0.512450E-01  -0.176084E+02
  1983   0.232298E+03   0.996380E+01   0.512275E-01  -0.176648E+02
  1984   0.232300E+03   0.991880E+01   0.511403E-01  -0.177185E+02
  1985   0.232303E+03   0.987290E+01   0.511233E-01  -0.177695E+02
  1986   0.232309E+03   0.982680E+01   0.510363E-01  -0.178177E+02
  1987   0.232314E+03   0.978035E+01   0.510197E-01  -0.178633E+02
  1988   0.232327E+03   0.973342E+01   0.509330E-01  -0.179060E+02
  1989   0.232339E+03   0.968617E+01   0.509168E-01  -0.179456E+02
  1990   0.232359E+03   0.963847E+01   0.508304E-01  -0.179831E+02
  1991   0.232371E+03   0.958992E+01   0.508146E-01  -0.180174E+02
  1992   0.232390E+03   0.954146E+01   0.507285E-01  -0.180490E+02
  1993   0.232409E+03   0.949269E+01   0.507131E-01  -0.180778E+02
  1994   0.232433E+03   0.944323E+01   0.506272E-01  -0.181038E+02
  1995   0.232457E+03   0.939349E+01   0.506122E-01  -0.181272E+02
  1996   0.232482E+03   0.934334E+01   0.505265E-01  -0.181477E+02
  1997   0.232503E+03   0.929290E+01   0.505119E-01  -0.181650E+02
  1998   0.232533E+03   0.924260E+01   0.504264E-01  -0.181795E+02
  1999   0.232557E+03   0.919149E+01   0.504122E-01  -0.181917E+02
  2000   0.232584E+03   0.914054E+01   0.503269E-01  -0.182006E+02
  2001   0.232610E+03   0.908933E+01   0.503130E-01  -0.182068E+02
  2002   0.232638E+03   0.903776E+01   0.502279E-01  -0.182103E+02
  2003   0.232663E+03   0.898595E+01   0.502144E-01  -0.182108E+02
  2004   0.232693E+03   0.893407E+01   0.501295E-01  -0.182087E+02
  2005   0.232714E+03   0.888169E+01   0.501163E-01  -0.182035E+02
  2006   0.232742E+03   0.882978E+01   0.500315E-01  -0.181960E+02
  2007   0.232761E+03   0.877713E+01   0.500186E-01  -0.181852E+02
  2008   0.232787E+03   0.872444E+01   0.499340E-01  -0.181719E+02
  2009   0.232806E+03   0.867182E+01   0.499214E-01  -0.181555E+02
  2010   0.232825E+03   0.861917E+01   0.498370E-01  -0.181366E+02
  2011   0.232841E+03   0.856608E+01   0.498247E-01  -0.181150E+02
  2012   0.232860E+03   0.851326E+01   0.497403E-01  -0.180907E+02
  2013   0.232868E+03   0.846000E+01   0.497283E-01  -0.180638E+02
  2014   0.232883E+03   0.840729E+01   0.496441E-01  -0.180336E+02
  2015   0.232891E+03   0.835416E+01   0.496323E-01  -0.180016E+02
  2016   0.232902E+03   0.830132E+01   0.495482E-01  -0.179664E+02
  2017   0.232901E+03   0.824835E+01   0.495367E-01  -0.179288E+02
  2018   0.232904E+03   0.819548E+01   0.494526E-01  -0.178885E+02
  2019   0.232898E+03   0.814255E+01   0.494413E-01  -0.178451E+02
  2020   0.232897E+03   0.808973E+01   0.493574E-01  -0.177998E+02
  2021   0.232887E+03   0.803708E+01   0.493463E-01  -0.177516E+02
  2022   0.232875E+03   0.798455E+01   0.492624E-01  -0.177010E+02
  2023   0.232856E+03   0.793206E+01   0.492515E-01  -0.176479E+02
  2024   0.232839E+03   0.787975E+01   0.491677E-01  -0.175923E+02
  2025   0.232809E+03   0.782752E+01   0.491570E-01  -0.175342E+02
  2026   0.232785E+03   0.777551E+01   0.490731E-01  -0.174738E+02
  2027   0.232752E+03   0.772365E+01   0.490627E-01  -0.174108E+02
  2028   0.232714E+03   0.767203E+01   0.489788E-01  -0.173455E+02
  2029   0.232673E+03   0.762055E+01   0.489685E-01  -0.172779E+02
  2030   0.232627E+03   0.756935E+01   0.488847E-01  -0.172080E+02
  2031   0.232573E+03   0.751832E+01   0.488745E-01  -0.171359E+02
  2032   0.232520E+03   0.746759E+01   0.487907E-01  -0.170615E+02
  2033   0.232457E+03   0.741710E+01   0.487807E-01  -0.169848E+02
  2034   0.232395E+03   0.736695E+01   0.486968E-01  -0.169059E+02
  2035   0.232320E+03   0.731700E+01   0.486869E-01  -0.168248E+02
  2036   0.232244E+03   0.726743E+01   0.486030E-01  -0.167418E+02
  2037   0.232162E+03   0.721812E+01   0.485932E-01  -0.166565E+02
  2038   0.232072E+03   0.716919E+01   0.485093E-01  -0.165693E+02
  2039   0.231977E+03   0.712056E+01   0.484996E-01  -0.164797E+02
  2040   0.231882E+03   0.707233E+01   0.484156E-01  -0.163885E+02
  2041   0.231773E+03   0.702437E+01   0.484060E-01  -0.162951E+02
  2042   0.231665E+03   0.697691E+01   0.483219E-01  -0.162001E+02
  2043   0.231543E+03   0.692976E+01   0.483124E-01  -0.161028E+02
  2044   0.231425E+03   0.688306E+01   0.482282E-01  -0.160038E+02
  2045   0.231293E+03   0.683671E+01   0.482187E-01  -0.159031E+02
  2046   0.231162E+03   0.679085E+01   0.481345E-01  -0.158008E+02
  2047   0.231016E+03   0.674534E+01   0.481251E-01  -0.156967E+02
  2048   0.230870E+03   0.670037E+01   0.480407E-01  -0.155906E+02
  2049   0.230713E+03   0.665579E+01   0.480313E-01  -0.154833E+02
  2050   0.230553E+03   0.661173E+01   0.479468E-01  -0.153739E+02
  2051   0.230378E+03   0.656808E+01   0.479375E-01  -0.152634E+02
  2052   0.230207E+03   0.652500E+01   0.478528E-01  -0.151511E+02
  2053   0.230021E+03   0.648234E+01   0.478435E-01  -0.150372E+02
  2054   0.229834E+03   0.644024E+01   0.477587E-01  -0.149221E+02
  2055   0.229634E+03   0.639857E+01   0.477495E-01  -0.148057E+02
  2056   0.229433E+03   0.635753E+01   0.476645E-01  -0.146879E+02
  2057   0.229222E+03   0.631694E+01   0.476552E-01  -0.145685E+02
  2058   0.229007E+03   0.627695E+01   0.475701E-01  -0.144483E+02
  2059   0.228781E+03   0.623745E+01   0.475608E-01  -0.143266E+02
  2060   0.228552E+03   0.619852E+01   0.474755E-01  -0.142036E+02
  2061   0.228313E+03   0.616012E+01   0.474662E-01  -0.140796E+02
  2062   0.228069E+03   0.612238E+01   0.473807E-01  -0.139547E+02
  2063   0.227815E+03   0.608513E+01   0.473714E-01  -0.138286E+02
  2064   0.227555E+03   0.604854E+01   0.472857E-01  -0.137015E+02
  2065   0.227284E+03   0.601248E+01   0.472763E-01  -0.135736E+02
  2066   0.227015E+03   0.597709E+01   0.471904E-01  -0.134450E+02
  2067   0.226729E+03   0.594220E+01   0.471810E-01  -0.133153E+02
  2068   0.226440E+03   0.590800E+01   0.470949E-01  -0.131851E+02
  2069   0.226143E+03   0.587436E+01   0.470854E-01  -0.130538E+02
  2070   0.225839E+03   0.584141E+01   0.469991E-01  -0.129222E+02
  2071   0.225525E+03   0.580901E+01   0.469896E-01  -0.127899E+02
  2072   0.225209E+03   0.577732E+01   0.469030E-01  -0.126569E+02
  2073   0.224879E+03   0.574619E+01   0.468934E-01  -0.125234E+02
  2074   0.224549E+03   0.571576E+01   0.468066E-01  -0.123894E+02
  2075   0.224205E+03   0.568588E+01   0.467970E-01  -0.122548E+02
  2076   0.223857E+03   0.565674E+01   0.467099E-01  -0.121198E+02
  2077   0.223501E+03   0.562819E+01   0.467002E-01  -0.119847E+02
  2078   0.223141E+03   0.560035E+01   0.466129E-01  -0.118490E+02
  2079   0.222763E+03   0.557310E+01   0.466030E-01  -0.117133E+02
  2080   0.222391E+03   0.554657E+01   0.465155E-01  -0.115770E+02
  2081   0.222003E+03   0.552066E+01   0.465056E-01  -0.114409E+02
  2082   0.221613E+03   0.549545E+01   0.464178E-01  -0.113043E+02
  2083   0.221213E+03   0.547084E+01   0.464077E-01  -0.111682E+02
  2084   0.220807E+03   0.544701E+01   0.463197E-01  -0.110317E+02
  2085   0.220394E+03   0.542373E+01   0.463096E-01  -0.108951E+02
  2086   0.219975E+03   0.540120E+01   0.462212E-01  -0.107585E+02
  2087   0.219546E+03   0.537928E+01   0.462110E-01  -0.106222E+02
  2088   0.219112E+03   0.535810E+01   0.461224E-01  -0.104861E+02
  2089   0.218671E+03   0.533752E+01   0.461120E-01  -0.103499E+02
  2090   0.218223E+03   0.531768E+01   0.460231E-01  -0.102142E+02
  2091   0.217769E+03   0.529845E+01   0.460127E-01  -0.100786E+02
  2092   0.217309E+03   0.527994E+01   0.459235E-01  -0.994354E+01
  2093   0.216836E+03   0.526203E+01   0.459129E-01  -0.980821E+01
  2094   0.216363E+03   0.524489E+01   0.458235E-01  -0.967365E+01
  2095   0.215881E+03   0.522831E+01   0.458128E-01  -0.953960E+01
  2096   0.215394E+03   0.521253E+01   0.457230E-01  -0.940616E+01
  2097   0.214897E+03   0.519728E+01   0.457122E-01  -0.927303E+01
  2098   0.214399E+03   0.518280E+01   0.456222E-01  -0.914062E+01
  2099   0.213890E+03   0.516887E+01   0.456112E-01  -0.900844E+01
  2100   0.213379E+03   0.515575E+01   0.455209E-01  -0.887726E+01
